"date","snow_height","degree_coverage","tmean","post_1","post_2","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_9387"
2012-01-09,45,10,-37.1,350,130,279,316,140,93,150,275,319,189,22
2012-01-10,46,10,-29.0,350,130,279,316,140,93,149,275,318,188,22
2012-01-11,47,10,-18.8,350,130,280,315,139,93,148,274,317,188,22
2012-01-12,47,10,-27.2,350,130,279,316,138,93,147,272,316,188,21
2012-01-13,47,10,-32.6,350,130,279,317,137,93,146,270,315,188,22
2012-01-14,47,10,-29.0,350,129,279,317,135,93,145,269,314,188,21
2012-01-15,47,10,-34.4,350,129,279,316,134,93,145,266,313,187,20
2012-01-16,47,10,-41.8,349,129,279,316,135,93,144,262,312,187,21
2012-01-17,47,10,-44.1,349,129,279,316,135,93,143,261,311,187,20
2012-01-18,47,10,-40.0,349,129,278,316,134,93,142,259,310,187,21
2012-01-19,47,10,-38.0,349,129,277,316,134,93,142,258,309,187,20
2012-01-20,47,10,-39.0,349,129,276,316,134,93,141,255,308,186,19
2012-01-21,47,10,-29.2,348,129,276,316,134,93,140,255,308,186,21
2012-01-22,48,10,-28.0,348,129,275,315,134,93,140,255,307,186,20
2012-01-23,49,10,-26.1,348,129,275,315,135,93,139,255,306,186,21
2012-01-24,49,10,-33.5,348,129,275,314,136,93,139,255,304,186,21
2012-01-25,49,10,-40.4,348,129,274,314,136,93,138,255,302,186,20
2012-01-26,49,10,-41.9,347,129,274,313,136,93,138,255,300,186,20
2012-01-27,51,10,-38.6,347,129,273,312,136,93,137,255,298,186,21
2012-01-28,51,10,-42.2,347,129,273,312,135,93,137,255,297,186,20
2012-01-29,52,10,-34.4,347,129,273,312,134,93,136,255,296,186,20
2012-01-30,51,10,-33.2,347,129,272,311,133,93,135,255,295,186,20
2012-01-31,51,10,-31.9,347,129,272,311,133,93,134,255,293,186,20
2012-02-01,51,10,-23.7,346,129,272,311,133,93,133,255,293,186,20
2012-02-02,52,10,-17.7,345,129,272,311,133,93,133,255,292,186,20
2012-02-03,52,10,-17.2,345,129,271,311,133,93,132,252,291,187,21
2012-02-04,53,10,-20.7,345,129,271,310,133,93,132,249,290,187,20
2012-02-05,53,10,-28.4,345,129,271,309,133,93,132,246,289,188,19
2012-02-06,53,10,-27.1,345,129,271,308,134,93,131,246,288,188,20
2012-02-07,53,10,-13.0,345,129,271,308,134,93,131,243,286,189,18
2012-02-08,53,10,-14.4,345,129,270,308,134,93,131,240,285,189,18
2012-02-09,53,10,-28.7,345,129,270,307,134,93,130,238,284,190,19
2012-02-10,53,10,-32.5,345,129,270,307,133,93,130,237,283,190,18
2012-02-11,53,10,-29.9,345,129,271,307,133,93,130,237,283,191,18
2012-02-12,53,10,-32.6,345,129,271,307,132,93,129,236,283,191,18
2012-02-13,51,10,-20.7,345,128,271,308,130,93,129,236,282,192,18
2012-02-14,51,10,-25.6,345,128,271,308,129,93,129,234,281,192,17
2012-02-15,51,10,-26.6,345,128,271,308,129,93,128,234,281,192,18
2012-02-16,51,10,-23.6,345,128,270,308,128,93,128,234,280,192,17
2012-02-17,51,10,-18.6,345,128,270,308,128,93,127,233,280,192,18
2012-02-18,51,10,-27.3,345,128,270,308,128,93,127,233,279,191,18
2012-02-19,51,10,-23.6,345,128,269,308,127,93,126,233,279,191,17
2012-02-20,51,10,-21.4,345,128,269,308,128,93,126,233,278,191,18
2012-02-21,51,10,-24.2,345,128,269,308,128,93,126,233,278,191,19
2012-02-22,51,10,-24.7,344,128,269,308,128,93,125,231,277,191,19
2012-02-23,51,10,-15.1,344,128,268,307,128,93,125,231,277,191,18
2012-02-24,52,10,-18.6,344,128,268,307,128,93,124,231,277,191,20
2012-02-25,52,10,-19.9,344,128,268,307,128,93,124,231,276,191,20
2012-02-26,54,10,-10.8,344,128,267,307,127,93,124,231,276,191,20
2012-02-27,54,10,-16.8,344,128,267,307,125,93,123,231,276,192,20
2012-02-28,54,10,-27.6,344,128,267,306,126,93,123,231,275,192,20
2012-02-29,54,10,-30.2,344,128,267,306,127,93,123,231,275,193,20
2012-03-01,54,10,-24.4,344,128,267,305,126,93,123,231,275,193,20
2012-03-02,54,10,-23.6,344,128,267,305,126,93,122,231,274,193,21
2012-03-03,54,10,-25.4,344,128,267,305,126,93,122,231,273,193,20
2012-03-04,54,10,-24.8,344,128,267,305,126,93,121,231,273,192,21
2012-03-05,54,10,-22.9,344,128,267,305,126,93,121,231,272,192,20
2012-03-06,54,10,-27.6,344,128,266,305,125,93,121,231,271,192,22
2012-03-07,54,10,-25.0,344,128,266,305,125,93,120,231,270,192,22
2012-03-08,53,10,-19.1,344,128,265,305,124,93,120,231,269,192,21
2012-03-09,53,10,-20.8,344,128,265,305,124,93,120,231,268,192,21
2012-03-10,53,10,-16.1,344,128,265,304,123,93,119,231,268,192,21
2012-03-11,52,10,-15.7,344,128,265,303,123,93,119,231,267,192,21
2012-03-12,52,10,-9.9,344,128,265,301,123,93,119,231,266,192,22
2012-03-13,54,10,-14.0,344,128,265,301,123,93,118,230,266,192,21
2012-03-14,54,10,-16.2,344,128,265,300,123,93,118,230,265,191,21
2012-03-15,54,10,-18.1,344,128,265,300,123,93,118,230,265,191,22
2012-03-16,54,10,-22.3,344,128,265,299,122,93,117,229,264,191,22
2012-03-17,54,10,-19.2,344,128,265,299,122,93,117,229,264,191,22
2012-03-18,54,10,-15.3,344,128,265,299,122,93,117,228,263,191,23
2012-03-19,54,10,-9.2,344,128,265,299,122,93,117,227,263,191,22
2012-03-20,52,10,-5.9,344,128,265,298,121,93,116,227,262,191,22
2012-03-21,51,10,-10.9,344,128,265,298,120,93,116,226,262,192,22
2012-03-22,51,10,-9.8,344,128,265,298,119,93,116,226,262,193,23
2012-03-23,51,10,-15.6,344,128,265,298,118,93,116,226,262,195,23
2012-03-24,52,10,-5.9,344,128,265,298,117,93,115,226,262,198,23
2012-03-25,53,10,-1.8,343,128,266,298,117,93,115,225,262,199,22
2012-03-26,53,10,-8.5,343,128,266,298,116,93,115,225,261,200,23
2012-03-27,56,10,-3.3,343,128,266,298,116,93,114,225,261,201,24
2012-03-28,55,10,-4.2,343,128,266,298,116,93,114,224,261,202,23
2012-03-29,55,10,-12.6,343,128,266,298,116,93,114,224,261,203,22
2012-03-30,55,10,-14.1,343,128,266,298,117,93,113,224,261,204,23
2012-03-31,55,10,-5.6,343,128,266,298,117,93,113,224,261,206,25
2012-04-01,55,10,-7.8,343,128,266,298,117,93,113,232,261,207,25
2012-04-02,53,10,0.8,343,128,267,298,117,93,113,230,261,208,26
2012-04-03,53,10,-3.4,343,128,267,298,118,93,112,228,261,210,28
2012-04-04,52,10,-0.3,343,128,267,298,119,93,112,226,262,211,29
2012-04-05,50,10,3.1,343,128,267,299,126,93,112,224,262,211,30
2012-04-06,41,10,3.5,343,128,267,300,131,93,112,223,263,210,31
2012-04-07,34,10,-1.3,343,128,268,301,132,93,111,222,264,210,31
2012-04-08,34,10,-5.2,343,128,269,302,138,93,111,225,264,209,32
2012-04-09,34,10,-2.4,343,128,269,303,135,93,110,227,265,208,31
2012-04-10,34,10,-0.1,343,128,270,304,125,93,110,224,265,207,32
2012-04-11,34,10,4.1,343,128,271,305,125,93,109,219,266,206,33
2012-04-12,33,10,0.7,343,128,272,307,133,93,109,221,266,205,32
2012-04-13,36,10,-5.6,343,128,274,308,136,93,108,225,266,204,34
2012-04-14,34,10,-5.4,343,128,275,311,135,93,108,228,268,203,34
2012-04-15,29,10,2.3,343,128,276,312,135,93,107,232,270,202,35
2012-04-16,29,10,1.2,343,128,277,314,136,93,107,232,274,201,36
2012-04-17,28,10,-3.6,343,128,277,316,135,93,106,232,274,200,38
2012-04-18,31,10,-3.1,343,128,279,316,122,93,106,232,275,199,41
2012-04-19,31,10,-7.4,343,128,279,318,118,93,106,232,276,196,43
2012-04-20,31,10,-3.8,343,128,280,319,121,93,107,232,277,193,44
2012-04-21,31,10,-3.9,343,128,280,320,122,93,107,232,279,191,44
2012-04-22,30,10,-1.1,343,128,281,321,121,93,108,232,280,189,46
2012-04-23,28,10,-1.0,343,128,285,321,117,93,108,232,282,187,49
2012-04-24,27,10,-1.0,343,128,284,321,116,93,109,231,283,185,51
2012-04-25,26,10,-0.2,343,128,284,321,123,93,110,230,283,183,51
2012-04-26,29,10,-2.1,343,128,285,318,116,93,111,231,283,180,52
2012-04-27,32,10,-3.4,343,128,285,317,112,93,111,233,281,179,54
2012-04-28,35,10,-2.6,343,128,284,316,114,93,111,231,281,177,54
2012-04-29,34,10,-2.3,343,128,282,315,116,93,112,221,281,175,54
2012-04-30,33,10,-0.8,344,128,280,314,114,93,113,216,280,174,55
2012-05-01,30,10,1.5,344,128,279,311,113,93,114,219,280,173,56
2012-05-02,29,10,4.9,344,128,279,310,110,94,116,226,281,171,58
2012-05-03,22,10,5.0,344,128,286,313,112,95,117,227,282,170,59
2012-05-04,21,10,8.9,348,128,302,324,130,96,119,229,287,172,61
2012-05-05,9,10,9.4,355,130,363,336,152,100,123,248,303,222,66
2012-05-06,7,9,8.5,355,162,713,362,168,109,127,256,344,250,77
2012-05-07,5,7,6.7,370,269,698,558,174,122,339,294,383,232,112
2012-05-08,0,5,4.1,457,415,679,550,179,137,692,354,510,219,152
2012-05-09,0,4,4.8,628,486,689,538,171,285,645,403,721,208,257
2012-05-10,0,3,4.6,775,585,661,505,174,459,744,742,792,204,495
2012-05-11,0,1,5.2,809,553,688,468,181,594,736,726,764,205,435
2012-05-12,0,1,6.0,862,571,840,456,178,658,808,727,787,240,473
2012-05-13,0,1,7.0,933,589,956,457,171,705,1011,744,811,215,547
2012-05-14,0,0,14.0,953,607,981,481,202,708,1134,812,929,221,567
2012-05-15,0,0,14.6,974,620,1046,549,336,744,1242,966,1105,251,593
2012-05-16,0,0,4.2,998,633,1070,594,419,744,1313,1093,1217,233,604
2012-05-17,0,0,0.4,975,639,1059,602,426,696,1273,1118,1238,216,599
2012-05-18,0,0,1.8,944,612,1011,534,351,611,1204,1089,1185,206,588
2012-05-19,0,0,2.9,895,582,963,464,263,540,1099,1037,1111,199,560
2012-05-20,0,0,5.8,850,546,915,409,173,486,986,950,1025,198,536
2012-05-21,0,0,5.5,714,528,847,378,144,443,908,881,944,196,507
2012-05-22,0,0,7.1,595,509,788,361,141,415,810,827,873,198,437
2012-05-23,0,0,11.6,569,489,747,367,154,399,735,761,820,213,379
2012-05-24,0,0,11.1,532,470,707,402,186,383,697,746,817,220,335
2012-05-25,0,0,11.5,512,457,699,454,190,370,720,765,840,282,319
2012-05-26,0,0,3.3,518,446,712,561,175,358,800,774,846,241,303
2012-05-27,0,0,6.6,530,432,707,613,165,346,780,778,886,224,277
2012-05-28,0,0,9.8,542,409,660,573,163,336,723,802,880,220,268
2012-05-29,0,0,12.6,507,380,615,527,172,325,671,793,861,226,261
2012-05-30,0,0,12.5,462,362,582,497,175,315,637,783,848,222,246
2012-05-31,0,0,12.8,435,358,563,491,174,301,570,782,833,222,231
2012-06-01,0,0,11.7,420,355,539,482,169,288,535,763,811,218,209
2012-06-02,0,0,14.8,412,350,518,472,166,280,496,736,772,216,194
2012-06-03,0,0,17.4,400,341,497,451,158,275,449,705,726,213,188
2012-06-04,0,0,17.9,404,330,479,426,155,270,407,660,675,209,182
2012-06-05,0,0,18.0,400,310,465,400,155,266,377,617,623,205,182
2012-06-06,0,0,8.3,398,289,455,380,150,261,345,572,574,202,177
2012-06-07,0,0,10.4,395,271,445,361,144,254,308,522,531,198,169
2012-06-08,0,0,11.6,394,253,434,345,140,248,287,486,499,193,153
2012-06-09,0,0,15.4,394,239,423,334,136,239,272,460,471,189,143
2012-06-10,0,0,18.0,394,214,409,324,134,230,266,441,450,185,135
2012-06-11,0,0,15.2,393,202,395,316,131,225,248,425,430,182,129
2012-06-12,0,0,16.3,392,193,382,320,130,221,236,401,411,180,122
2012-06-13,0,0,17.4,392,191,369,315,128,215,210,379,394,178,114
2012-06-14,0,0,16.7,392,178,357,309,126,211,196,364,377,178,108
2012-06-15,0,0,15.7,392,172,347,305,125,206,182,352,359,178,102
2012-06-16,0,0,16.0,390,164,340,301,124,201,172,330,346,175,97
2012-06-17,0,0,17.2,390,159,333,299,123,199,178,321,334,173,93
2012-06-18,0,0,17.2,389,156,329,297,122,189,197,313,327,178,92
2012-06-19,0,0,17.2,388,155,326,296,121,189,222,311,328,176,89
2012-06-20,0,0,12.7,395,154,320,296,120,193,235,303,339,171,86
2012-06-21,0,0,11.3,395,153,314,296,119,187,237,299,351,169,83
2012-06-22,0,0,12.1,395,152,303,292,118,176,224,308,359,167,82
2012-06-23,0,0,15.3,402,150,298,291,118,164,203,326,358,167,82
2012-06-24,0,0,15.0,410,149,295,288,118,146,190,333,350,165,79
2012-06-25,0,0,15.2,400,147,292,286,117,137,179,326,340,164,77
2012-06-26,0,0,17.2,389,146,290,284,117,128,167,319,333,164,77
2012-06-27,0,0,18.3,385,145,288,282,116,125,155,310,321,167,76
2012-06-28,0,0,12.1,383,143,285,280,116,125,142,290,310,167,74
2012-06-29,0,0,13.9,381,141,283,278,115,127,137,282,307,163,74
2012-06-30,0,0,14.2,375,139,281,278,115,128,134,275,301,161,72
2012-07-01,0,0,15.8,375,147,279,278,115,124,132,271,294,161,71
2012-07-02,0,0,18.4,375,147,277,277,115,123,129,270,288,159,68
2012-07-03,0,0,19.1,375,145,275,276,114,121,126,269,282,157,68
2012-07-04,0,0,20.9,375,142,272,274,114,120,121,258,277,158,66
2012-07-05,0,0,22.7,375,138,270,272,113,119,115,252,271,157,62
2012-07-06,0,0,23.9,375,135,268,271,113,119,110,248,267,156,60
2012-07-07,0,0,23.7,375,132,266,270,113,116,105,244,265,155,58
2012-07-08,0,0,22.9,375,130,263,269,113,114,101,240,260,156,56
2012-07-09,0,0,20.6,375,127,261,267,112,115,98,235,256,155,55
2012-07-10,0,0,15.4,379,124,260,266,112,117,96,230,253,155,54
2012-07-11,0,0,15.9,380,121,258,265,112,117,93,225,250,156,52
2012-07-12,0,0,16.6,381,118,257,264,112,109,88,222,248,156,51
2012-07-13,0,0,18.8,382,118,255,264,111,105,84,220,245,152,48
2012-07-14,0,0,16.7,382,118,253,264,111,96,81,218,242,152,46
2012-07-15,0,0,16.4,382,117,251,263,111,91,77,216,239,151,45
2012-07-16,0,0,15.9,383,117,250,263,112,90,80,211,237,155,45
2012-07-17,0,0,14.4,384,116,252,262,112,89,90,210,235,157,47
2012-07-18,0,0,15.4,384,116,254,259,111,87,96,206,233,155,48
2012-07-19,0,0,15.7,385,118,262,259,111,86,102,204,233,153,47
2012-07-20,0,0,16.7,385,120,271,258,111,85,113,202,240,151,45
2012-07-21,0,0,19.8,379,122,275,258,111,84,113,205,248,152,44
2012-07-22,0,0,21.1,374,122,276,258,110,84,114,207,253,155,42
2012-07-23,0,0,18.3,371,122,273,258,110,84,111,215,255,151,42
2012-07-24,0,0,18.5,369,122,265,258,110,85,110,222,253,149,41
2012-07-25,0,0,18.7,364,122,259,258,110,85,107,223,252,148,39
2012-07-26,0,0,20.5,359,122,253,257,110,84,103,222,250,148,38
2012-07-27,0,0,20.9,355,120,249,255,110,84,99,220,249,148,37
2012-07-28,0,0,21.3,351,119,247,255,110,84,92,218,247,148,36
2012-07-29,0,0,22.6,347,118,246,254,110,84,85,216,245,147,35
2012-07-30,0,0,22.9,342,116,244,253,109,84,78,212,241,147,35
2012-07-31,0,0,21.6,338,116,243,253,109,84,68,208,236,148,35
2012-08-01,0,0,21.2,337,116,242,253,109,84,63,203,229,148,34
2012-08-02,0,0,20.0,335,116,240,252,109,84,58,197,222,149,34
2012-08-03,0,0,18.7,334,119,241,252,109,83,58,192,215,148,35
2012-08-04,0,0,16.4,333,122,242,251,109,82,57,186,211,148,34
2012-08-05,0,0,13.3,332,123,242,250,109,81,56,183,208,148,33
2012-08-06,0,0,15.7,331,125,243,251,109,80,55,180,205,148,33
2012-08-07,0,0,15.9,330,127,242,251,109,79,56,177,203,153,33
2012-08-08,0,0,16.2,329,134,240,251,109,78,56,177,203,153,34
2012-08-09,0,0,16.5,329,137,238,251,108,78,55,177,203,150,35
2012-08-10,0,0,16.2,329,138,237,254,108,78,54,176,203,148,37
2012-08-11,0,0,16.5,328,143,237,256,109,78,54,176,204,147,38
2012-08-12,0,0,16.2,328,146,238,254,109,79,53,176,206,148,40
2012-08-13,0,0,11.5,327,146,238,252,108,79,53,175,204,148,43
2012-08-14,0,0,12.7,327,145,238,249,108,79,53,175,201,146,46
2012-08-15,0,0,14.1,326,143,238,248,108,78,52,175,200,146,47
2012-08-16,0,0,10.9,326,141,240,248,107,78,53,172,199,145,49
2012-08-17,0,0,9.1,325,140,241,248,107,78,54,171,199,146,51
2012-08-18,0,0,9.3,325,140,242,247,107,78,54,170,198,147,52
2012-08-19,0,0,10.0,325,141,244,247,107,78,53,170,198,146,50
2012-08-20,0,0,11.0,324,146,246,247,107,77,53,169,198,146,48
2012-08-21,0,0,8.1,324,152,247,247,108,77,52,169,198,146,47
2012-08-22,0,0,11.4,324,154,248,248,109,77,55,172,199,148,48
2012-08-23,0,0,9.5,323,152,248,249,109,77,58,171,201,151,50
2012-08-24,0,0,6.9,323,148,249,249,108,77,58,172,201,150,51
2012-08-25,0,0,7.9,323,146,249,249,108,77,58,172,202,149,51
2012-08-26,0,0,6.4,323,147,247,251,108,77,58,172,203,147,52
2012-08-27,0,0,8.6,323,149,247,251,107,76,57,172,203,145,51
2012-08-28,0,0,9.2,323,149,246,250,107,76,56,173,203,145,50
2012-08-29,0,0,11.0,322,148,246,249,106,76,56,173,203,145,51
2012-08-30,0,0,7.0,322,146,248,247,105,75,55,173,201,144,51
2012-08-31,0,0,7.1,322,144,248,246,105,74,55,172,200,144,51
2012-09-01,0,0,9.3,322,142,246,246,107,74,55,172,200,143,50
2012-09-02,0,0,14.5,322,139,246,246,108,74,63,172,201,145,51
2012-09-03,0,0,14.7,323,137,245,246,108,75,66,175,202,146,52
2012-09-04,0,0,14.4,323,135,245,247,107,76,64,177,203,144,50
2012-09-05,0,0,15.4,323,133,245,247,108,75,64,181,204,143,48
2012-09-06,0,0,12.2,324,131,245,247,108,77,65,183,205,144,46
2012-09-07,0,0,8.1,325,129,245,249,109,78,65,186,207,148,44
2012-09-08,0,0,9.8,325,128,245,251,109,77,66,186,210,155,43
2012-09-09,0,0,6.8,324,127,245,253,109,76,67,187,215,151,39
2012-09-10,0,0,12.1,325,126,245,256,110,76,67,191,217,148,38
2012-09-11,0,0,15.5,324,126,245,262,109,76,68,195,219,146,37
2012-09-12,0,0,13.0,323,125,243,261,108,79,68,195,221,146,36
2012-09-13,0,0,12.3,322,124,243,258,108,78,68,196,221,144,34
2012-09-14,0,0,11.5,321,123,241,256,107,79,67,196,218,144,33
2012-09-15,0,0,11.5,321,122,239,254,107,77,66,195,214,144,33
2012-09-16,0,0,13.3,321,121,238,252,107,77,66,193,212,147,33
2012-09-17,0,0,9.8,323,120,237,252,107,79,66,192,213,154,34
2012-09-18,0,0,5.0,325,120,236,255,108,81,65,193,215,154,34
2012-09-19,0,0,5.2,326,119,237,256,109,81,65,194,217,151,35
2012-09-20,0,0,2.6,327,119,237,259,109,81,65,194,217,149,34
2012-09-21,0,0,5.0,327,119,238,261,109,80,65,194,218,149,33
2012-09-22,0,0,6.9,328,119,239,261,108,79,65,194,218,151,32
2012-09-23,0,0,6.5,328,119,239,260,108,81,65,192,218,150,32
2012-09-24,0,0,5.3,329,120,238,258,108,81,65,191,215,149,32
2012-09-25,0,0,5.4,331,120,238,259,108,84,65,191,214,148,36
2012-09-26,0,0,3.6,332,121,237,260,108,85,65,188,212,149,37
2012-09-27,0,0,4.3,333,125,237,262,108,85,64,188,213,150,37
2012-09-28,0,0,4.8,333,131,237,263,109,83,64,190,216,150,36
2012-09-29,0,0,4.8,333,141,239,264,109,81,65,194,220,150,35
2012-09-30,0,0,5.5,333,149,240,265,109,81,65,197,223,150,35
2012-10-01,0,0,4.0,333,153,241,266,110,81,63,203,226,151,36
2012-10-02,0,0,1.1,332,155,242,266,109,81,63,203,226,149,35
2012-10-03,0,0,4.1,330,155,242,265,109,81,64,203,222,148,36
2012-10-04,0,0,0.5,330,155,242,264,108,81,64,203,220,146,36
2012-10-05,0,0,-1.8,330,155,243,262,107,84,65,203,218,147,36
2012-10-06,0,0,-2.6,330,154,245,261,108,86,65,198,218,155,40
2012-10-07,4,10,-2.2,13,153,249,260,108,88,65,196,217,157,57
2012-10-08,3,10,1.4,322,152,253,260,109,89,68,196,219,154,56
2012-10-09,0,6,0.8,321,151,257,264,111,89,68,197,221,154,56
2012-10-10,1,10,1.5,321,149,260,266,113,89,68,200,223,155,57
2012-10-11,0,0,0.0,320,147,262,267,114,97,73,200,226,157,55
2012-10-12,0,6,-0.1,320,145,265,269,114,96,73,202,229,153,53
2012-10-13,0,0,-3.2,320,143,264,270,113,96,74,203,230,148,53
2012-10-14,0,0,-6.5,13,141,262,270,111,94,74,204,230,147,52
2012-10-15,1,10,-4.1,320,140,260,268,111,91,74,204,231,150,51
2012-10-16,3,10,-3.1,320,138,258,265,111,90,74,207,232,151,51
2012-10-17,5,10,-5.8,320,136,255,263,110,90,74,207,230,149,50
2012-10-18,7,10,-8.6,322,134,248,260,103,91,74,207,226,213,49
2012-10-19,6,10,-14.6,322,132,230,258,105,90,73,203,213,205,48
2012-10-20,6,10,-15.3,322,130,235,286,108,90,73,197,188,203,49
2012-10-21,6,10,-16.1,323,131,235,276,147,90,76,194,182,202,50
2012-10-22,14,10,-8.1,323,131,230,269,173,90,78,207,241,201,50
2012-10-23,20,10,-6.2,323,133,229,272,169,90,82,213,254,199,51
2012-10-24,32,10,-11.2,326,133,230,273,173,90,84,213,255,197,52
2012-10-25,30,10,-19.1,326,133,237,279,178,90,85,211,255,195,52
2012-10-26,32,10,-15.6,324,134,244,283,182,90,85,210,260,193,51
2012-10-27,30,10,-21.4,324,134,244,285,180,90,85,210,265,191,49
2012-10-28,29,10,-25.3,320,134,239,283,176,90,85,207,268,189,47
2012-10-29,27,10,-9.6,318,134,235,284,173,90,85,207,278,188,47
2012-10-30,27,10,-4.5,317,134,235,283,170,90,86,212,292,187,46
2012-10-31,29,10,-1.9,315,134,240,279,166,90,86,214,291,185,46
2012-11-01,28,10,-8.1,315,134,243,278,164,90,87,216,289,184,47
2012-11-02,29,10,-16.7,315,134,244,275,164,92,87,217,286,182,49
2012-11-03,30,10,-17.9,315,134,245,277,163,91,88,217,282,180,50
2012-11-04,32,10,-8.2,315,134,250,278,163,91,89,215,279,178,51
2012-11-05,36,10,-12.2,315,134,253,278,162,90,89,213,274,177,51
2012-11-06,36,10,-15.6,315,134,254,277,161,90,90,213,271,176,52
2012-11-07,36,10,-18.5,315,133,255,275,158,91,91,212,269,175,54
2012-11-08,36,10,-17.0,315,133,257,274,157,91,91,211,266,174,55
2012-11-09,36,10,-20.2,315,133,258,274,157,91,93,209,264,174,56
2012-11-10,36,10,-30.0,315,133,260,273,157,91,95,209,262,174,56
2012-11-11,35,10,-29.0,316,133,260,273,154,91,95,208,260,174,55
2012-11-12,34,10,-29.7,316,133,260,273,153,91,95,205,259,174,55
2012-11-13,34,10,-27.2,316,133,261,273,153,91,96,205,257,174,54
2012-11-14,34,10,-21.1,316,133,263,275,153,91,96,205,256,174,53
2012-11-15,36,10,-18.6,316,133,263,277,153,91,97,205,255,174,52
2012-11-16,36,10,-16.7,316,133,263,277,153,91,97,203,254,174,52
2012-11-17,37,10,-15.2,316,133,263,278,152,91,97,203,253,174,51
2012-11-18,38,10,-11.9,316,133,263,280,151,91,98,203,253,174,51
2012-11-19,38,10,-28.7,316,133,264,280,150,91,98,203,253,174,50
2012-11-20,38,10,-35.3,316,133,264,280,149,91,99,201,253,174,50
2012-11-21,38,10,-29.8,316,133,265,280,148,91,100,198,253,174,49
2012-11-22,41,10,-12.5,316,133,266,281,146,91,100,198,252,174,50
2012-11-23,41,10,-17.9,316,133,266,283,144,91,99,198,252,174,49
2012-11-24,43,10,-20.5,316,133,266,282,142,91,99,198,251,174,48
2012-11-25,43,10,-25.4,316,133,266,282,141,91,98,198,251,174,48
2012-11-26,43,10,-30.0,316,133,267,282,139,91,98,198,251,174,47
2012-11-27,43,10,-27.5,317,133,267,281,140,91,97,198,250,174,46
2012-11-28,43,10,-35.3,317,133,267,281,140,91,96,198,250,174,47
2012-11-29,42,10,-28.2,317,133,267,281,139,91,95,198,250,174,47
2012-11-30,42,10,-30.4,317,133,267,281,138,91,95,198,250,174,47
2012-12-01,42,10,-38.3,317,133,267,281,137,90,94,198,250,174,46
2012-12-02,42,10,-37.3,317,133,265,281,138,90,93,198,250,174,45
2012-12-03,42,10,-38.3,317,133,266,281,140,90,93,198,249,174,44
2012-12-04,42,10,-42.7,317,133,265,280,141,90,92,198,247,174,43
2012-12-05,42,10,-47.2,317,133,265,280,141,90,91,197,246,174,42
2012-12-06,42,10,-48.3,317,133,262,280,140,90,90,197,245,174,43
2012-12-07,42,10,-46.8,317,133,261,279,140,90,89,197,244,174,42
2012-12-08,42,10,-42.1,317,133,260,278,138,90,88,197,244,173,42
2012-12-09,42,10,-35.2,317,133,257,277,137,90,87,197,243,173,41
2012-12-10,42,10,-35.5,317,133,255,276,137,90,87,197,242,173,41
2012-12-11,42,10,-35.6,317,133,255,275,136,90,86,197,242,173,41
2012-12-12,42,10,-40.5,317,133,253,274,136,90,86,197,239,173,41
2012-12-13,42,10,-42.4,316,133,252,274,136,90,85,197,235,173,40
2012-12-14,42,10,-42.4,316,133,251,273,136,90,84,197,232,173,40
2012-12-15,42,10,-33.1,316,133,250,273,135,90,83,197,229,173,39
2012-12-16,42,10,-35.0,316,133,248,273,136,90,82,197,226,173,39
2012-12-17,42,10,-27.7,316,133,248,273,137,90,81,197,224,173,38
2012-12-18,42,10,-25.1,316,133,249,273,139,90,80,197,223,173,37
2012-12-19,42,10,-23.8,316,133,248,273,141,90,79,197,222,173,37
2012-12-20,43,10,-28.9,316,133,247,273,142,90,79,197,221,174,37
2012-12-21,43,10,-38.6,315,133,247,273,142,90,78,197,219,174,37
2012-12-22,43,10,-27.7,315,133,247,274,142,90,77,197,217,174,37
2012-12-23,42,10,-39.3,315,133,247,274,142,90,76,197,216,174,36
2012-12-24,42,10,-35.6,315,133,247,274,143,90,75,197,215,175,37
2012-12-25,42,10,-39.0,315,133,247,274,143,90,74,197,214,175,36
2012-12-26,43,10,-37.0,315,133,246,274,144,90,74,197,213,175,36
2012-12-27,43,10,-44.3,315,133,246,274,158,90,73,197,211,176,37
2012-12-28,43,10,-45.7,315,133,246,274,160,90,72,197,210,176,36
2012-12-29,43,10,-40.8,315,133,245,274,162,90,71,197,209,176,35
2012-12-30,43,10,-45.1,315,133,245,274,163,90,70,197,208,177,35
2012-12-31,43,10,-43.9,315,133,245,274,164,90,69,197,207,177,35
2014-01-01,49,10,-35.2,325,108,258,375,192,97,89,295,283,222,33
2014-01-02,49,10,-37.0,325,108,258,374,188,97,89,295,282,221,34
2014-01-03,49,10,-32.1,325,108,258,374,187,97,89,295,282,220,34
2014-01-04,49,10,-25.6,325,108,258,373,184,97,89,295,281,219,34
2014-01-05,49,10,-39.2,325,108,258,372,181,96,89,295,281,218,33
2014-01-06,49,10,-33.1,325,108,258,372,181,96,89,294,280,217,32
2014-01-07,49,10,-27.6,325,108,258,370,179,95,89,294,280,217,31
2014-01-08,50,10,-32.4,325,108,258,368,178,95,88,293,280,217,31
2014-01-09,50,10,-46.8,325,108,258,367,176,95,88,293,279,217,32
2014-01-10,50,10,-49.1,325,108,258,366,174,94,88,292,279,218,32
2014-01-11,51,10,-35.7,325,108,258,365,172,94,87,292,278,218,32
2014-01-12,52,10,-28.0,325,108,258,363,167,94,87,292,277,219,32
